task_id,category,hardware,model,backend,run_index,raw_output,latency_s,input_tokens,output_tokens,tokens_per_second,peak_memory_mb,error,timestamp,correct,score_reason,parsed_calls,gold_calls,failure_type
multiple_66,multiple,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""traffic_estimate"", ""arguments"": {""start_location"": ""Las Vegas"", ""end_location"": ""Los Angeles"", ""time_period"": ""weekend""}}
</tool_call>",25.70143053699985,431,38,1.4785169232232072,13228.75732421875,,2026-04-28T22:57:54.711342,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""traffic_estimate"", ""arguments"": {""start_location"": ""Las Vegas"", ""end_location"": ""Los Angeles"", ""time_period"": ""weekend""}}]","[{""name"": ""traffic_estimate"", ""arguments"": {""start_location"": [""Las Vegas""], ""end_location"": [""Los Angeles""], ""time_period"": [""weekend""]}}]",correct
multiple_79,multiple,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""exhibition_info"", ""arguments"": {""museum_name"": ""Museum of Modern Art"", ""month"": 1}}
</tool_call>",22.28109557100015,322,33,1.4810761838368032,13222.52001953125,,2026-04-28T22:58:20.415707,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""exhibition_info"", ""arguments"": {""museum_name"": ""Museum of Modern Art"", ""month"": 1}}]","[{""name"": ""exhibition_info"", ""arguments"": {""museum_name"": [""Museum of Modern Art"", ""MOMA"", ""Museum of Modern Art, New York""], ""month"": ["""", 1]}}]",correct
multiple_194,multiple,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""get_museum_hours"", ""arguments"": {""museum_name"": ""Metropolitan Museum of Art"", ""day"": ""Saturday""}}
</tool_call>",23.327312275000168,619,34,1.4575189631442338,13240.0869140625,,2026-04-28T22:58:42.699672,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""get_museum_hours"", ""arguments"": {""museum_name"": ""Metropolitan Museum of Art"", ""day"": ""Saturday""}}]","[{""name"": ""get_museum_hours"", ""arguments"": {""museum_name"": [""Metropolitan Museum of Art"", ""The Met"", ""Met Museum""], ""day"": [""Saturday""]}}]",correct
multiple_28,multiple,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""solve.quadratic_equation"", ""arguments"": {""a"": 2, ""b"": 3, ""c"": -4}}
</tool_call>",23.793959776000065,395,35,1.4709615519861046,13226.62353515625,,2026-04-28T22:59:06.030698,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""solve.quadratic_equation"", ""arguments"": {""a"": 2, ""b"": 3, ""c"": -4}}]","[{""name"": ""solve.quadratic_equation"", ""arguments"": {""a"": [2], ""b"": [3], ""c"": [-4]}}]",correct
multiple_184,multiple,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""recipe_search"", ""arguments"": {""dietary_restriction"": ""Vegetarian"", ""ingredients"": [""pasta"", ""cheese""], ""servings"": 2}}
</tool_call>",29.199404437999874,475,43,1.4726327754836033,13231.43896484375,,2026-04-28T22:59:29.827552,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""recipe_search"", ""arguments"": {""dietary_restriction"": ""Vegetarian"", ""ingredients"": [""pasta"", ""cheese""], ""servings"": 2}}]","[{""name"": ""recipe_search"", ""arguments"": {""dietary_restriction"": [""Vegetarian""], ""ingredients"": [[""pasta"", ""cheese""], [""cheese"", ""pasta""]], ""servings"": [2]}}]",correct
multiple_58,multiple,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""lawyer.search"", ""arguments"": {""location"": ""Los Angeles, CA"", ""expertise"": ""Divorce""}}
</tool_call>",21.823978861999876,330,32,1.4662770800112308,13222.90283203125,,2026-04-28T22:59:59.030207,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""lawyer.search"", ""arguments"": {""location"": ""Los Angeles, CA"", ""expertise"": ""Divorce""}}]","[{""name"": ""lawyer.search"", ""arguments"": {""location"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""], ""expertise"": [""Divorce""]}}]",correct
multiple_0,multiple,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""triangle_properties.get"", ""arguments"": {""side1"": 5, ""side2"": 4, ""side3"": 3, ""get_area"": true, ""get_perimeter"": true, ""get_angles"": true}}
</tool_call>",37.43996702499999,546,55,1.4690183878440535,13235.97998046875,,2026-04-28T23:00:20.856882,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""triangle_properties.get"", ""arguments"": {""side1"": 5, ""side2"": 4, ""side3"": 3, ""get_area"": true, ""get_perimeter"": true, ""get_angles"": true}}]","[{""name"": ""triangle_properties.get"", ""arguments"": {""side1"": [5], ""side2"": [4], ""side3"": [3], ""get_area"": ["""", true], ""get_perimeter"": ["""", true], ""get_angles"": ["""", true]}}]",correct
multiple_135,multiple,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""get_case_info"", ""arguments"": {""docket"": ""2022/AL2562"", ""court"": ""California"", ""info_type"": ""victim""}}
</tool_call>",29.75454315800016,378,44,1.4787657725529433,13226.18505859375,,2026-04-28T23:00:58.300275,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""get_case_info"", ""arguments"": {""docket"": ""2022/AL2562"", ""court"": ""California"", ""info_type"": ""victim""}}]","[{""name"": ""get_case_info"", ""arguments"": {""docket"": [""2022/AL2562""], ""court"": [""California"", ""CA""], ""info_type"": [""victim""]}}]",correct
multiple_120,multiple,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""light_travel_time"", ""arguments"": {""distance_in_light_years"": 4}}
</tool_call>",16.837462421000055,728,24,1.4253929362934565,13246.7978515625,,2026-04-28T23:01:28.058214,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""light_travel_time"", ""arguments"": {""distance_in_light_years"": 4}}]","[{""name"": ""light_travel_time"", ""arguments"": {""distance_in_light_years"": [4], ""speed_of_light"": [299792458, """"]}}]",correct
parallel_68,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""calculate_area"", ""arguments"": {""base"": 12, ""height"": 15, ""unit"": ""m""}}
</tool_call>
<tool_call>
{""name"": ""calculate_area"", ""arguments"": {""base"": 18, ""height"": 24, ""unit"": ""m""}}
</tool_call>",46.320040143999904,319,68,1.4680470869325968,13224.27001953125,,2026-04-28T23:01:44.901857,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""calculate_area"", ""arguments"": {""base"": 12, ""height"": 15, ""unit"": ""m""}}, {""name"": ""calculate_area"", ""arguments"": {""base"": 18, ""height"": 24, ""unit"": ""m""}}]","[{""name"": ""calculate_area"", ""arguments"": {""base"": [12], ""height"": [15], ""unit"": [""m"", ""meters"", ""meter""]}}, {""name"": ""calculate_area"", ""arguments"": {""base"": [18], ""height"": [24], ""unit"": [""m"", ""meters"", ""meter""]}}]",correct
parallel_57,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""hotel_booking.book"", ""arguments"": {""hotel_name"": ""Sheraton Hotel"", ""location"": ""New York"", ""check_in"": ""2022-05-01"", ""check_out"": ""2022-05-05"", ""adults"": 2, ""children"": 1}}
</tool_call>
<tool_call>
{""name"": ""hotel_booking.book"", ""arguments"": {""hotel_name"": ""Marriott"", ""location"": ""Los Angeles"", ""check_in"": ""2022-06-01"", ""check_out"": ""2022-06-10"", ""adults"": 1, ""children"": 2}}
</tool_call>",102.90821090999998,405,151,1.4673270350804122,13233.51611328125,,2026-04-28T23:02:31.224698,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""hotel_booking.book"", ""arguments"": {""hotel_name"": ""Sheraton Hotel"", ""location"": ""New York"", ""check_in"": ""2022-05-01"", ""check_out"": ""2022-05-05"", ""adults"": 2, ""children"": 1}}, {""name"": ""hotel_booking.book"", ""arguments"": {""hotel_name"": ""Marriott"", ""location"": ""Los Angeles"", ""check_in"": ""2022-06-01"", ""check_out"": ""2022-06-10"", ""adults"": 1, ""children"": 2}}]","[{""name"": ""hotel_booking.book"", ""arguments"": {""hotel_name"": [""Sheraton Hotel"", ""Sheraton""], ""location"": [""New York"", ""New York, NY"", ""New York City"", ""NYC""], ""check_in"": [""2022-05-01"", ""05/01/2022"", ""May 1, 2022""], ""check_out"": [""2022-05-05"", ""05/05/2022"", ""May 5, 2022""], ""adults"": [2], ""children"": [1]}}, {""name"": ""hotel_booking.book"", ""arguments"": {""hotel_name"": [""Marriott""], ""location"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""], ""check_in"": [""2022-06-01"", ""06/01/2022"", ""June 1, 2022""], ""check_out"": [""2022-06-10"", ""06/10/2022"", ""June 10, 2022""], ""adults"": [1], ""children"": [2]}}]",correct
parallel_99,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": 500, ""phase_transition"": ""melting"", ""substance"": ""water""}}
</tool_call>
<tool_call>
{""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": 500, ""phase_transition"": ""freezing"", ""substance"": ""water""}}
</tool_call>
<tool_call>
{""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": 500, ""phase_transition"": ""vaporization"", ""substance"": ""water""}}
</tool_call>
<tool_call>
{""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": 500, ""phase_transition"": ""condensation"", ""substance"": ""water""}}
</tool_call>",106.72924355300029,355,157,1.471012018576108,13231.10791015625,,2026-04-28T23:04:14.136079,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": 500, ""phase_transition"": ""melting"", ""substance"": ""water""}}, {""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": 500, ""phase_transition"": ""freezing"", ""substance"": ""water""}}, {""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": 500, ""phase_transition"": ""vaporization"", ""substance"": ""water""}}, {""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": 500, ""phase_transition"": ""condensation"", ""substance"": ""water""}}]","[{""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": [500], ""phase_transition"": [""melting""], ""substance"": [""water"", """"]}}, {""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": [500], ""phase_transition"": [""freezing""], ""substance"": [""water"", """"]}}, {""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": [500], ""phase_transition"": [""vaporization""], ""substance"": [""water"", """"]}}, {""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": [500], ""phase_transition"": [""condensation""], ""substance"": [""water"", """"]}}]",correct
parallel_129,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""create_histogram"", ""arguments"": {""data"": [12, 15, 11, 14, 18, 19, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26], ""bins"": 5}}
</tool_call>
<tool_call>
{""name"": ""create_histogram"", ""arguments"": {""data"": [32, 35, 31, 34, 38, 39, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46], ""bins"": 5}}
</tool_call>",140.35676061799995,412,206,1.467688475374956,13236.90771484375,,2026-04-28T23:06:00.868889,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""create_histogram"", ""arguments"": {""data"": [12, 15, 11, 14, 18, 19, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26], ""bins"": 5}}, {""name"": ""create_histogram"", ""arguments"": {""data"": [32, 35, 31, 34, 38, 39, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46], ""bins"": 5}}]","[{""name"": ""create_histogram"", ""arguments"": {""data"": [[12, 15, 11, 14, 18, 19, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]], ""bins"": [5]}}, {""name"": ""create_histogram"", ""arguments"": {""data"": [[32, 35, 31, 34, 38, 39, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]], ""bins"": [5]}}]",correct
parallel_190,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": ""New York City"", ""end_location"": ""Los Angeles"", ""route_preference"": ""Shortest""}}
</tool_call>
<tool_call>
{""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": ""New York City"", ""end_location"": ""Los Angeles"", ""route_preference"": ""Scenic""}}
</tool_call>
<tool_call>
{""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": ""Los Angeles"", ""end_location"": ""Miami"", ""route_preference"": ""Shortest""}}
</tool_call>
<tool_call>
{""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": ""Los Angeles"", ""end_location"": ""Miami"", ""route_preference"": ""Scenic""}}
</tool_call>",108.20917993900002,263,160,1.478617619043002,13226.23876953125,,2026-04-28T23:08:21.230110,False,"argument_mismatch: Argument mismatch for 'start_location': predicted New York City, gold ['Los Angeles', 'Los Angeles, CA', 'LA'].","[{""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": ""New York City"", ""end_location"": ""Los Angeles"", ""route_preference"": ""Shortest""}}, {""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": ""New York City"", ""end_location"": ""Los Angeles"", ""route_preference"": ""Scenic""}}, {""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": ""Los Angeles"", ""end_location"": ""Miami"", ""route_preference"": ""Shortest""}}, {""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": ""Los Angeles"", ""end_location"": ""Miami"", ""route_preference"": ""Scenic""}}]","[{""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": [""New York City"", ""NYC""], ""end_location"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""], ""route_preference"": [""Shortest""]}}, {""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""], ""end_location"": [""Miami""], ""route_preference"": [""Shortest""]}}, {""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": [""New York City"", ""NYC""], ""end_location"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""], ""route_preference"": [""Scenic""]}}, {""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""], ""end_location"": [""Miami""], ""route_preference"": [""Scenic""]}}]",argument_mismatch
parallel_183,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""math.hypot"", ""arguments"": {""x"": 5, ""y"": 7}}
</tool_call>
<tool_call>
{""name"": ""math.hypot"", ""arguments"": {""x"": 10 - 5, ""y"": 15 - 7, ""z"": 0}}
</tool_call>
<tool_call>
{""name"": ""math.hypot"", ""arguments"": {""x"": 20 - 10, ""y"": 25 - 15, ""z"": 0}}
</tool_call>",77.09141065100039,332,114,1.4787639639400043,13227.49755859375,,2026-04-28T23:10:09.442255,False,"wrong_call_count: predicted 1, gold 3.","[{""name"": ""math.hypot"", ""arguments"": {""x"": 5, ""y"": 7}}]","[{""name"": ""math.hypot"", ""arguments"": {""x"": [5], ""y"": [7], ""z"": ["""", 0]}}, {""name"": ""math.hypot"", ""arguments"": {""x"": [10], ""y"": [15], ""z"": ["""", 0]}}, {""name"": ""math.hypot"", ""arguments"": {""x"": [20], ""y"": [25], ""z"": ["""", 0]}}]",wrong_call_count
parallel_162,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""probability_of_event"", ""arguments"": {""success_outcomes"": 4, ""total_outcomes"": 52}}
</tool_call>
<tool_call>
{""name"": ""probability_of_event"", ""arguments"": {""success_outcomes"": 13, ""total_outcomes"": 52}}
</tool_call>
<tool_call>
{""name"": ""probability_of_event"", ""arguments"": {""success_outcomes"": 26, ""total_outcomes"": 52, ""format_as_ratio"": true}}
</tool_call>",70.78180592300032,373,105,1.4834320575858688,13229.24853515625,,2026-04-28T23:11:26.537989,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""probability_of_event"", ""arguments"": {""success_outcomes"": 4, ""total_outcomes"": 52}}, {""name"": ""probability_of_event"", ""arguments"": {""success_outcomes"": 13, ""total_outcomes"": 52}}, {""name"": ""probability_of_event"", ""arguments"": {""success_outcomes"": 26, ""total_outcomes"": 52, ""format_as_ratio"": true}}]","[{""name"": ""probability_of_event"", ""arguments"": {""success_outcomes"": [4], ""total_outcomes"": [52], ""format_as_ratio"": [false, """"]}}, {""name"": ""probability_of_event"", ""arguments"": {""success_outcomes"": [13], ""total_outcomes"": [52], ""format_as_ratio"": [false, """"]}}, {""name"": ""probability_of_event"", ""arguments"": {""success_outcomes"": [26], ""total_outcomes"": [52], ""format_as_ratio"": [true]}}]",correct
parallel_188,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""get_traffic_info"", ""arguments"": {""start_location"": ""New York"", ""end_location"": ""Los Angeles"", ""mode"": ""driving""}}
</tool_call>
<tool_call>
{""name"": ""get_traffic_info"", ""arguments"": {""start_location"": ""Los Angeles"", ""end_location"": ""San Francisco"", ""mode"": ""bicycling""}}
</tool_call>
<tool_call>
{""name"": ""get_traffic_info"", ""arguments"": {""start_location"": ""San Francisco"", ""end_location"": ""New York"", ""mode"": ""transit""}}
</tool_call>",77.89295658999981,298,115,1.4763850935241574,13225.69189453125,,2026-04-28T23:12:37.324272,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""get_traffic_info"", ""arguments"": {""start_location"": ""New York"", ""end_location"": ""Los Angeles"", ""mode"": ""driving""}}, {""name"": ""get_traffic_info"", ""arguments"": {""start_location"": ""Los Angeles"", ""end_location"": ""San Francisco"", ""mode"": ""bicycling""}}, {""name"": ""get_traffic_info"", ""arguments"": {""start_location"": ""San Francisco"", ""end_location"": ""New York"", ""mode"": ""transit""}}]","[{""name"": ""get_traffic_info"", ""arguments"": {""start_location"": [""New York"", ""New York, NY"", ""NYC""], ""end_location"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""], ""mode"": [""driving"", """"]}}, {""name"": ""get_traffic_info"", ""arguments"": {""start_location"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""], ""end_location"": [""San Francisco"", ""SF""], ""mode"": [""bicycling""]}}, {""name"": ""get_traffic_info"", ""arguments"": {""start_location"": [""San Francisco"", ""SF""], ""end_location"": [""New York"", ""New York, NY"", ""NYC""], ""mode"": [""transit""]}}]",correct
parallel_41,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""find_music_instrument_store"", ""arguments"": {""location"": ""San Francisco, CA"", ""instruments"": [""Yamaha acoustic guitar"", ""Kawai piano""]}}
</tool_call>
<tool_call>
{""name"": ""find_music_instrument_store"", ""arguments"": {""location"": ""Chicago, IL"", ""instruments"": [""Yamaha acoustic guitar"", ""Kawai piano""]}}
</tool_call>",56.04460089699933,248,83,1.4809633518943284,13221.20556640625,,2026-04-28T23:13:55.221014,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""find_music_instrument_store"", ""arguments"": {""location"": ""San Francisco, CA"", ""instruments"": [""Yamaha acoustic guitar"", ""Kawai piano""]}}, {""name"": ""find_music_instrument_store"", ""arguments"": {""location"": ""Chicago, IL"", ""instruments"": [""Yamaha acoustic guitar"", ""Kawai piano""]}}]","[{""name"": ""find_music_instrument_store"", ""arguments"": {""location"": [""San Francisco, CA"", ""San Francisco, CA"", ""San Francisco, California""], ""instruments"": [[""Yamaha Acoustic Guitar"", ""Kawai Piano""], [""Kawai Piano"", ""Yamaha Acoustic Guitar""], [""Yamaha acoustic guitar"", ""Kawai piano""], [""Kawai piano"", ""Yamaha acoustic guitar""]]}}, {""name"": ""find_music_instrument_store"", ""arguments"": {""location"": [""Chicago, IL"", ""Chicago, Illinois"", ""Chicago, IL.""], ""instruments"": [[""Yamaha Acoustic Guitar"", ""Kawai Piano""], [""Kawai Piano"", ""Yamaha Acoustic Guitar""], [""Yamaha acoustic guitar"", ""Kawai piano""], [""Kawai piano"", ""Yamaha acoustic guitar""]]}}]",correct
parallel_60,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""math.factorial"", ""arguments"": {""number"": 5}}
</tool_call>
<tool_call>
{""name"": ""math.factorial"", ""arguments"": {""number"": 7}}
</tool_call>
<tool_call>
{""name"": ""math.factorial"", ""arguments"": {""number"": 9}}
</tool_call>",42.432278083999336,193,63,1.4847187764768277,13217.10205078125,,2026-04-28T23:14:51.268145,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""math.factorial"", ""arguments"": {""number"": 5}}, {""name"": ""math.factorial"", ""arguments"": {""number"": 7}}, {""name"": ""math.factorial"", ""arguments"": {""number"": 9}}]","[{""name"": ""math.factorial"", ""arguments"": {""number"": [5]}}, {""name"": ""math.factorial"", ""arguments"": {""number"": [7]}}, {""name"": ""math.factorial"", ""arguments"": {""number"": [9]}}]",correct
parallel_71,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""calculate_derivative"", ""arguments"": {""function"": ""3*x**3 - 2*x**2 + 5*x - 7"", ""x_value"": 4}}
</tool_call>
<tool_call>
{""name"": ""calculate_derivative"", ""arguments"": {""function"": ""27*x**2 - 4*x + 5"", ""x_value"": 2}}
</tool_call>",54.57342238600086,273,81,1.4842389657566735,13222.46435546875,,2026-04-28T23:15:33.702747,False,"argument_mismatch: Argument mismatch for 'function': predicted 3*x**3 - 2*x**2 + 5*x - 7, gold ['3x**3 - 2x**2 + 5x - 7', 'lambda x: 3x**3 - 2x**2 + 5x - 7'].","[{""name"": ""calculate_derivative"", ""arguments"": {""function"": ""3*x**3 - 2*x**2 + 5*x - 7"", ""x_value"": 4}}, {""name"": ""calculate_derivative"", ""arguments"": {""function"": ""27*x**2 - 4*x + 5"", ""x_value"": 2}}]","[{""name"": ""calculate_derivative"", ""arguments"": {""function"": [""3x**3 - 2x**2 + 5x - 7"", ""lambda x: 3x**3 - 2x**2 + 5x - 7""], ""x_value"": [4]}}, {""name"": ""calculate_derivative"", ""arguments"": {""function"": [""9x**2 - 4x + 5"", ""lambda x: 9x**2 - 4x + 5""], ""x_value"": [2]}}]",argument_mismatch
parallel_156,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": 100, ""max_depth"": 10, ""data"": ""data_random_forest""}}
</tool_call>
<tool_call>
{""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": 200, ""max_depth"": 20, ""data"": ""data_random_forest""}}
</tool_call>
<tool_call>
{""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": 300, ""max_depth"": 30, ""data"": ""data_random_forest""}}
</tool_call>
<tool_call>
{""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": 400, ""max_depth"": 40, ""data"": ""data_random_forest""}}
</tool_call>",113.27486661900002,396,168,1.4831180562327912,13233.95361328125,,2026-04-28T23:16:28.278955,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": 100, ""max_depth"": 10, ""data"": ""data_random_forest""}}, {""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": 200, ""max_depth"": 20, ""data"": ""data_random_forest""}}, {""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": 300, ""max_depth"": 30, ""data"": ""data_random_forest""}}, {""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": 400, ""max_depth"": 40, ""data"": ""data_random_forest""}}]","[{""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": [100], ""max_depth"": [10], ""data"": [""data_random_forest""]}}, {""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": [200], ""max_depth"": [20], ""data"": [""data_random_forest""]}}, {""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": [300], ""max_depth"": [30], ""data"": [""data_random_forest""]}}, {""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": [400], ""max_depth"": [40], ""data"": [""data_random_forest""]}}]",correct
parallel_11,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""ml.predict_house_price"", ""arguments"": {""location"": ""New York"", ""size"": 3000}}
</tool_call>
<tool_call>
{""name"": ""ml.predict_house_price"", ""arguments"": {""location"": ""Los Angeles"", ""size"": 4000}}
</tool_call>",43.163210830000025,232,64,1.4827441881482468,13219.29052734375,,2026-04-28T23:18:21.557379,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""ml.predict_house_price"", ""arguments"": {""location"": ""New York"", ""size"": 3000}}, {""name"": ""ml.predict_house_price"", ""arguments"": {""location"": ""Los Angeles"", ""size"": 4000}}]","[{""name"": ""ml.predict_house_price"", ""arguments"": {""location"": [""New York"", ""New York, NY"", ""NYC""], ""size"": [3000]}}, {""name"": ""ml.predict_house_price"", ""arguments"": {""location"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""], ""size"": [4000]}}]",correct
parallel_185,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""estimate_population"", ""arguments"": {""species"": ""Bengal Tiger"", ""country"": ""India"", ""year"": 2021}}
</tool_call>
<tool_call>
{""name"": ""estimate_population"", ""arguments"": {""species"": ""African Elephant"", ""country"": ""Kenya"", ""year"": 2021}}
</tool_call>
<tool_call>
{""name"": ""estimate_population"", ""arguments"": {""species"": ""Bengal Tiger"", ""country"": ""India"", ""year"": 2023}}
</tool_call>
<tool_call>
{""name"": ""estimate_population"", ""arguments"": {""species"": ""African Elephant"", ""country"": ""Kenya"", ""year"": 2023}}
</tool_call>",101.8657132770004,285,152,1.492160562275463,13227.00439453125,,2026-04-28T23:19:04.723863,False,"argument_mismatch: Argument mismatch for 'species': predicted African Elephant, gold ['African Elephants'].","[{""name"": ""estimate_population"", ""arguments"": {""species"": ""Bengal Tiger"", ""country"": ""India"", ""year"": 2021}}, {""name"": ""estimate_population"", ""arguments"": {""species"": ""African Elephant"", ""country"": ""Kenya"", ""year"": 2021}}, {""name"": ""estimate_population"", ""arguments"": {""species"": ""Bengal Tiger"", ""country"": ""India"", ""year"": 2023}}, {""name"": ""estimate_population"", ""arguments"": {""species"": ""African Elephant"", ""country"": ""Kenya"", ""year"": 2023}}]","[{""name"": ""estimate_population"", ""arguments"": {""species"": [""Bengal Tigers"", ""Bengal Tiger""], ""country"": [""India""], ""year"": [2021]}}, {""name"": ""estimate_population"", ""arguments"": {""species"": [""African Elephants""], ""country"": [""Kenya""], ""year"": [2021]}}, {""name"": ""estimate_population"", ""arguments"": {""species"": [""Bengal Tigers"", ""Bengal Tiger""], ""country"": [""India""], ""year"": [""""]}}, {""name"": ""estimate_population"", ""arguments"": {""species"": [""African Elephants""], ""country"": [""Kenya""], ""year"": [2023]}}]",argument_mismatch
